,review_content,rating
83,  I am writing this review with a very delightful mood. I just wanna say do not think about any other card. *SAMSUNG* was and will be the best in class for storage before sandisk and Kingston. I will say that if you buy 128gb just buy this. Class 10 grade 3 ufs-I. The speed I'm getting is around 60mbps average. You can see xender transfer rates. Though xender can only send upto 15mbps. Host device is Asus zenfone max pro m2 with samsung 32gb class 10 grade 1. And my device is poco f1. And the 4k is outstanding now. Believe me... No lags nothing. Just killer.,5.0 out of 5 stars
84,"  The product said this unit is manufactured in Phillipines and was imported to India and had a barcode number ""8806088670676"" but however this was a sticker and when I peeled it off then it was actually a Chinese counterfeit product with the barcode number ""8806088676388"". I feel this is misleading information and fraud activity. I do not recommend this seller as he is fooling amazon as well as buyers like us.",5.0 out of 5 stars
85,"  The funniest thing is that,in the settings-Storage option, it shows the available capacity to use out of 64gb is 62gb.But when we connect the memory card into pc via usb or card reader we can see that only 58gb is available to use.Onemore thing everyone should know that you can't copy above 4gb files by using any file manager available now a days.But you can done it through via pc.Quality of the product is cheap i don't know how long it lasts.",2.0 out of 5 stars
86,"  I received it intact and properly packed in a bubble wrap which was put in a plastic amazon pouch. The card was as expected and I have already started using it. It works as it is supposed to.Recently, I had to backup all the data from it to my laptop, and I noticed the speed to be around 40 to 70 Mpbs not 90 or hundred. However, this may be dependent on many other aspects like the storage where you are transferring it, your laptop's response and also the tiny and big files that are being transferred. The data size was around 16 gb which had many folders and many small and large files.The write speed I don't remember properly buy it was also around 40 to 50 Mbps.",5.0 out of 5 stars
87,  Awesome product from samsung available memory is 238gb and speed is very nice,5.0 out of 5 stars
88,  Fake 128GB micro SD card is sold by Appario Retail Private Ltd. In Amazon.in look at the Picture review its totally Fake by looking at the memory card we can totally differentiate between original and duplicate especially the Golden strip behind the memory card is painted with golden colour which is fake and there is no Manufacturing details behind the memory card which is written in all the memory card and the company name samsung is also totally painted fake.,1.0 out of 5 stars
89,"  When i received product, i feel happy that product is made in korea and genuine. But as soon i peel off stickers, things different. Now its shows product made in Philippines and product code also different, u can see on image. Seller didnt mention any serial no for warranty support on bill.Not sure its genuine or not.Anyone peel off sticker and checked? If it same case for you guys also.On mmc its shows made in korea. So much confusion.Purchased at Rs 1549.",3.0 out of 5 stars
90,"  Been using this card for 3 months. So far no problem. Getting speed in between 30 to 40 Mb/s on a mid range processor.Appario Retails Prvt Lmt is the best seller in Amazon. When purchasing something like memory cards it's so easy to be cheated with a counterfeit product since these kind of cheap chinese made memory cards are in abundance in the market. Only way to make sure you get a genuine product that too, recently made and imported product is to buy that product from Appario Retail Pvt Lmt from Amazon.I got this card for 674 bucks. 699 as an offer and further 25 amazon cash back for QR code payment through Amazon Pay for a CoD purchase.",5.0 out of 5 stars
91,"  We received a defective sd card initially. It was very frustrating as we couldn't read it on the phone storage. we had to try it out if it worked in other phones, but it didn't. (We did not expect this for a Samsung Product.)We then initiated a replacement, which was sent to us in just two days (which was appreciated). The second sd card was fine. Amazon service was prompt.",4.0 out of 5 stars
92,"  Great for action camera ,that price that is offered is nice , as in storage Samsung has a domain so I don't have need to say anything , just buy this and not other cheap Chinese brands and also this one is also better than SanDisk similar priced card.One great thing that a adapter comes included thanks to the seller",4.0 out of 5 stars
93,  Everything is ok.but after introduction to my Samsung Galaxy C9Pro. It shows 1.38/119 gb. It means it has got only 119 gb storage capacity and 1.38 gb is already been used for software. So the total capacity is 117.62gb .The Amazon delivery agent delivered the item to somebody without informing me. I got the item only after 6days. Its very bad.,5.0 out of 5 stars
94,"  This is Grade 3 Class 10 memory. It was expected to be faster than Grade 1 memory card but is not even matching the speed of it. It is considerably slow and a waste of money to purchase.I have seen many of positive reviews for it, that's why I bought. May be there is some error in my memory card. But my 32GB Grade 1 memory card is working very fast against this. So, it is not worth.",1.0 out of 5 stars
95,  Definitely not 100mbps write speed.. originally purchased after seeing the speed.Tried from laptop to sd card also within mobile from internal memory to sd card transfer.maximum write speed i got is around 25mbps. Dont know if this will support 4k.Will monitor for few days and then update my review.,3.0 out of 5 stars
96,"  The storage is 29.83GB total. I know the rest is used for system files etc but it's 32GB it should be atleast 30.5GB. Odk.Also, the reading and writing speed mentioned are wrong. It's actually very less that that. It's okay, yes but not what mentioned. Never got up to the mentioned reading or writing speed.Overall I guess it's alright for the price. The free adapter with it is amazing and very helpful if you own a camera or laptop or anything that uses that type of SD card.",4.0 out of 5 stars
